Date,Series,Venue,Toss_Winner,Toss_Decision,1st_Inn_Runs,1st_Inn_Wkts,2nd_Inn_Runs,2nd_Inn_Wkts,3rd_Inn_Runs,3rd_Inn_Wkts,4th_Inn_Runs,4th_Inn_Wkts,Result,POM,Format,Search_Field,Toss_Enc,Venue_Enc
26/03/05,T20 WC SF (ENG),Wankhede Stadium,England,Bowl,253,7,146,7,0,0,0,0,IND (7 runs),Sanju Samson,T20,T20 WC SF (ENG) INDIA IND (7 RUNS),6,141
26/03/08,T20 WC Final (NZ),Narendra Modi Stadium,New Zealand,Bowl,255,5,159,10,0,0,0,0,IND (96 runs),Jasprit Bumrah,T20,T20 WC FINAL (NZ) NEW ZEALAND IND (96 RUNS),13,73
26/06/26,IRE v IND,Stormont Cricket Ground,India,Bowl,182,9,148,10,0,0,0,0,IRE (34 runs),Matthew Hollard,T20,IRE V IND IRELAND IND (34 RUNS),4,260
26/06/28,IRE v IND,Stormont Cricket Ground,India,Bowl,154,8,153,9,0,0,0,0,IRE (1 run),Jai Moondra,T20,IRE V IND IRELAND IND (1 RUN),4,032
26/07/04,IND v ENG,Old Trafford,India,Bat,190,7,191,6,0,0,0,0,ENG (4 wickets),Jacob Bethell,T20,ENG V IND ENGLAND ENG (4 WKTS),6,114
26/07/07,IND v ENG,Trent Bridge,England,Bat,201,7,76,10,0,0,0,0,ENG (125 runs),Jofra Archer,T20,ENG V IND ENGLAND ENG (125 RUNS),50,114
26/07/09,IND v ENG,Gloucestershire Cricket,India,Bat,158,7,159,1,0,0,0,0,ENG (9 wickets),Harry Brook,T20,ENG V IND ENGLAND ENG (9 WKTS),19,155
26/07/11,IND v ENG,West End,India,Bowl,257,3,201,8,0,0,0,0,ENG (56 runs),Jos Buttler,T20,ENG V IND ENGLAND ENG (56 RUNS),24,127

24/03/15,AFG v IRE,Sharjah Cricket Stadium,Afghanistan,Bowl,149,6,111,10,0,0,0,0,IRE (38 runs),Ben White,T20,AFG V IRE AFGHANISTAN IRE (38 RUNS),0,112
24/03/17,AFG v IRE,Sharjah Cricket Stadium,Afghanistan,Bat,152,9,142,8,0,0,0,0,AFG (10 runs),Rashid Khan,T20,AFG V IRE AFGHANISTAN AFG (10 RUNS),0,112
24/03/18,AFG v IRE,Sharjah Cricket Stadium,Afghanistan,Bat,155,7,98,10,0,0,0,0,AFG (57 runs),Azmatullah Omarzai,T20,AFG V IRE AFGHANISTAN AFG (57 RUNS),0,112
24/05/10,IRE v PAK,Castle Avenue,Ireland,Bowl,182,6,183,5,0,0,0,0,IRE (5 wkts),Andrew Balbirnie,T20,IRE V PAK IRELAND IRE (5 WKTS),7,19
24/05/12,IRE v PAK,Castle Avenue,Ireland,Bowl,193,7,195,3,0,0,0,0,PAK (7 wkts),Mohammad Rizwan,T20,IRE V PAK IRELAND PAK (7 WKTS),7,19
24/05/14,IRE v PAK,Castle Avenue,Pakistan,Bowl,178,7,181,4,0,0,0,0,PAK (6 wkts),Shaheen Afridi,T20,IRE V PAK PAKISTAN PAK (6 WKTS),15,19
24/05/19,Tri-Series (NED),Sportpark Westvliet,Netherlands,Bowl,150,8,149,8,0,0,0,0,IRE (1 run),Mark Adair,T20,TRI-SERIES (NED) NETHERLANDS IRE (1 RUN),12,125
24/05/23,Tri-Series (SCO),Sportpark Westvliet,Ireland,Bowl,157,8,158,5,0,0,0,0,IRE (5 wkts),Josh Little,T20,TRI-SERIES (SCO) IRELAND IRE (5 WKTS),7,125
24/05/24,Tri-Series (NED),Sportpark Westvliet,Ireland,Bat,161,6,158,5,0,0,0,0,IRE (3 runs),George Dockrell,T20,TRI-SERIES (NED) IRELAND IRE (3 RUNS),7,125
24/06/05,T20 WC (IND),Nassau County Stadium,India,Bowl,96,10,97,2,0,0,0,0,IND (8 wkts),Rohit Sharma,T20,T20 WC (IND) INDIA IND (8 WKTS),6,75
24/06/07,T20 WC (CAN),Nassau County Stadium,Ireland,Bowl,137,7,125,7,0,0,0,0,CAN (12 runs),Nicholas Kirton,T20,T20 WC (CAN) IRELAND CAN (12 RUNS),7,75
24/06/16,T20 WC (PAK),Central Broward Park,Pakistan,Bowl,106,9,111,7,0,0,0,0,PAK (3 wkts),Shaheen Afridi,T20,T20 WC (PAK) PAKISTAN PAK (3 WKTS),15,21
24/09/27,IRE v SA,Sheikh Zayed Stadium,South Africa,Bowl,171,8,174,2,0,0,0,0,SA (8 wkts),Ryan Rickelton,T20,IRE V SA SOUTH AFRICA SA (8 WKTS),20,114
24/09/29,IRE v SA,Sheikh Zayed Stadium,South Africa,Bowl,195,6,185,9,0,0,0,0,IRE (10 runs),Ross Adair,T20,IRE V SA SOUTH AFRICA IRE (10 RUNS),20,114
25/02/22,ZIM v IRE,Harare Sports Club,Zimbabwe,Bowl,42,2,0,0,0,0,0,0,No Result,,T20,ZIM V IRE ZIMBABWE NO RESULT,26,46
25/02/23,ZIM v IRE,Harare Sports Club,Ireland,Bat,152,8,153,7,0,0,0,0,ZIM (3 wkts),Sikandar Raza,T20,ZIM V IRE IRELAND ZIM (3 WKTS),7,46
25/02/25,ZIM v IRE,Harare Sports Club,Ireland,Bowl,31,1,0,0,0,0,0,0,No Result,,T20,ZIM V IRE IRELAND NO RESULT,7,46
25/06/15,IRE v WI,Bready Cricket Club,West Indies,Bat,188,5,126,10,0,0,0,0,WI (62 runs),Nicholas Pooran,T20,IRE V WI WEST INDIES WI (62 RUNS),25,15
25/09/17,IRE v ENG,The Village,England,Bowl,164,8,165,6,0,0,0,0,ENG (4 wkts),Mark Wood,T20,IRE V ENG ENGLAND ENG (4 WKTS),4,133
25/09/21,IRE v ENG,The Village,Ireland,Bat,152,9,153,4,0,0,0,0,ENG (6 wkts),Jamie Overton,T20,IRE V ENG IRELAND ENG (6 WKTS),7,133
25/11/27,BAN v IRE,B.S.F.L.M. Rahman Stadium,Ireland,Bat,182,6,143,10,0,0,0,0,IRE (39 runs),Paul Stirling,T20,BAN V IRE IRELAND IRE (39 RUNS),7,6
25/11/29,BAN v IRE,B.S.F.L.M. Rahman Stadium,Bangladesh,Bowl,155,9,156,6,0,0,0,0,BAN (4 wkts),Shoriful Islam,T20,BAN V IRE BANGLADESH BAN (4 WKTS),2,6
25/12/02,BAN v IRE,B.S.F.L.M. Rahman Stadium,Bangladesh,Bowl,128,10,129,2,0,0,0,0,BAN (8 wkts),Litton Das,T20,BAN V IRE BANGLADESH BAN (8 WKTS),2,6
26/01/23,ITA v IRE,7HE Sevens Stadium,Ireland,Bowl,144,9,145,7,0,0,0,0,IRE (3 wkts),Curtis Campher,T20,ITA V IRE IRELAND IRE (3 WKTS),7,0
26/01/25,ITA v IRE,7HE Sevens Stadium,Italy,Bowl,168,6,144,10,0,0,0,0,IRE (24 runs),Harry Tector,T20,ITA V IRE ITALY IRE (24 RUNS),8,0
26/01/26,ITA v IRE,7HE Sevens Stadium,Italy,Bowl,135,10,139,6,0,0,0,0,ITA (4 wkts),Marcus Campopiano,T20,ITA V IRE ITALY ITA (4 WKTS),8,0
26/01/29,UAE v IRE,Dubai Intl Stadium,UAE,Bowl,192,4,135,10,0,0,0,0,IRE (57 runs),Paul Stirling,T20,UAE V IRE UAE IRE (57 RUNS),22,31
26/01/31,UAE v IRE,Dubai Intl Stadium,Ireland,Bat,177,6,147,9,0,0,0,0,IRE (30 runs),Mark Adair,T20,UAE V IRE IRELAND IRE (30 RUNS),7,31
26/02/08,T20 WC (SL),R. Premadasa Stadium,Sri Lanka,Bat,162,7,142,9,0,0,0,0,SL (20 runs),Kamindu Mendis,T20,T20 WC (SL) SRI LANKA SL (20 RUNS),21,94
26/02/11,T20 WC (AUS),R. Premadasa Stadium,Australia,Bat,195,5,128,10,0,0,0,0,AUS (67 runs),Nathan Ellis,T20,T20 WC (AUS) AUSTRALIA AUS (67 RUNS),1,94
26/02/14,T20 WC (OMA),SSC Ground,Ireland,Bat,208,4,112,10,0,0,0,0,IRE (96 runs),Lorcan Tucker,T20,T20 WC (OMA) IRELAND IRE (96 RUNS),7,104
26/06/26,IRE v IND,Stormont Cricket Ground,India,Bowl,182,9,148,10,0,0,0,0,IRE (34 runs),Matthew Hollard,T20,IRE V IND IRELAND IND (34 RUNS),4,260
26/06/28,IRE v IND,Stormont Cricket Ground,India,Bowl,154,8,153,9,0,0,0,0,IRE (1 run),Jai Moondra,T20,IRE V IND IRELAND IND (1 RUN),4,032
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
,,,,,0,0,0,0,0,0,0,0,,,T20,,27,147
24/01/12,NZ v PAK,Eden Park,Pakistan,Bowl,226,8,180,10,0,0,0,0,NZ (46 runs),Daryl Mitchell,T20,NZ V PAK PAKISTAN NZ (46 RUNS),15,33
24/01/14,NZ v PAK,Seddon Park,Pakistan,Bowl,194,8,173,10,0,0,0,0,NZ (21 runs),Finn Allen,T20,NZ V PAK PAKISTAN NZ (21 RUNS),15,109
24/01/17,NZ v PAK,University Oval,Pakistan,Bowl,224,7,179,7,0,0,0,0,NZ (45 runs),Finn Allen,T20,NZ V PAK PAKISTAN NZ (45 RUNS),15,137
24/01/19,NZ v PAK,Hagley Oval,New Zealand,Bowl,158,5,159,3,0,0,0,0,NZ (7 wkts),Daryl Mitchell,T20,NZ V PAK NEW ZEALAND NZ (7 WKTS),13,45
24/01/21,NZ v PAK,Hagley Oval,New Zealand,Bowl,134,8,92,10,0,0,0,0,PAK (42 runs),Iftikhar Ahmed,T20,NZ V PAK NEW ZEALAND PAK (42 RUNS),13,45
24/02/21,NZ v AUS,Sky Stadium,New Zealand,Bat,215,3,216,4,0,0,0,0,AUS (6 wkts),Mitchell Marsh,T20,NZ V AUS NEW ZEALAND AUS (6 WKTS),13,123
24/02/23,NZ v AUS,Eden Park,New Zealand,Bowl,174,10,102,10,0,0,0,0,AUS (72 runs),Pat Cummins,T20,NZ V AUS NEW ZEALAND AUS (72 RUNS),13,33
24/02/25,NZ v AUS,Eden Park,New Zealand,Bowl,118,4,98,3,0,0,0,0,AUS (27 runs*),Matthew Short,T20,NZ V AUS NEW ZEALAND AUS (27 RUNS*),13,33
24/04/18,PAK v NZ,Rawalpindi Stadium,New Zealand,Bat,2,0,0,0,0,0,0,0,No Result,,T20,PAK V NZ NEW ZEALAND NO RESULT,13,101
24/04/20,PAK v NZ,Rawalpindi Stadium,Pakistan,Bowl,90,10,92,3,0,0,0,0,PAK (7 wkts),Shaheen Afridi,T20,PAK V NZ PAKISTAN PAK (7 WKTS),15,101
24/04/21,PAK v NZ,Rawalpindi Stadium,New Zealand,Bowl,178,4,179,3,0,0,0,0,NZ (7 wkts),Mark Chapman,T20,PAK V NZ NEW ZEALAND NZ (7 WKTS),13,101
24/04/25,PAK v NZ,Gaddafi Stadium,Pakistan,Bowl,178,7,174,8,0,0,0,0,NZ (4 runs),William O'Rourke,T20,PAK V NZ PAKISTAN NZ (4 RUNS),15,36
24/04/27,PAK v NZ,Gaddafi Stadium,New Zealand,Bowl,178,5,169,10,0,0,0,0,PAK (9 runs),Shaheen Afridi,T20,PAK V NZ NEW ZEALAND PAK (9 RUNS),13,36
24/06/07,T20 WC (AFG),Providence Stadium,New Zealand,Bowl,159,6,75,10,0,0,0,0,AFG (84 runs),Rahmanullah Gurbaz,T20,T20 WC (AFG) NEW ZEALAND AFG (84 RUNS),13,89
24/06/12,T20 WC (WI),Brian Lara Stadium,New Zealand,Bowl,149,9,136,9,0,0,0,0,WI (13 runs),Sherfane Rutherford,T20,T20 WC (WI) NEW ZEALAND WI (13 RUNS),13,16
24/06/14,T20 WC (UGA),Brian Lara Stadium,New Zealand,Bowl,40,10,41,1,0,0,0,0,NZ (9 wkts),Tim Southee,T20,T20 WC (UGA) NEW ZEALAND NZ (9 WKTS),13,16
24/06/17,T20 WC (PNG),Brian Lara Stadium,New Zealand,Bowl,78,10,79,3,0,0,0,0,NZ (7 wkts),Lockie Ferguson,T20,T20 WC (PNG) NEW ZEALAND NZ (7 WKTS),13,16
24/11/09,SL v NZ,Rangiri Dambulla Stadium,New Zealand,Bat,135,10,137,6,0,0,0,0,SL (4 wkts),Charith Asalanka,T20,SL V NZ NEW ZEALAND SL (4 WKTS),13,99
24/11/10,SL v NZ,Rangiri Dambulla Stadium,Sri Lanka,Bowl,108,10,103,10,0,0,0,0,NZ (5 runs),Lockie Ferguson,T20,SL V NZ SRI LANKA NZ (5 RUNS),21,99
24/12/28,NZ v SL,Bay Oval,Sri Lanka,Bowl,182,4,174,7,0,0,0,0,NZ (8 runs),Glenn Phillips,T20,NZ V SL SRI LANKA NZ (8 RUNS),21,11
24/12/30,NZ v SL,Bay Oval,Sri Lanka,Bowl,205,5,160,10,0,0,0,0,NZ (45 runs),Finn Allen,T20,NZ V SL SRI LANKA NZ (45 RUNS),21,11
25/01/02,NZ v SL,Saxton Oval,New Zealand,Bowl,162,5,155,8,0,0,0,0,SL (7 runs),Kusal Mendis,T20,NZ V SL NEW ZEALAND SL (7 RUNS),13,108
25/03/16,NZ v PAK,Hagley Oval,New Zealand,Bowl,145,9,146,1,0,0,0,0,NZ (9 wkts),Mitchell Santner,T20,NZ V PAK NEW ZEALAND NZ (9 WKTS),13,45
25/03/18,NZ v PAK,University Oval,Pakistan,Bat,168,7,172,5,0,0,0,0,NZ (5 wkts),Mark Chapman,T20,NZ V PAK PAKISTAN NZ (5 WKTS),15,137
25/03/21,NZ v PAK,Eden Park,New Zealand,Bowl,188,6,171,1,0,0,0,0,PAK (9 wkts),Babar Azam,T20,NZ V PAK NEW ZEALAND PAK (9 WKTS),13,33
25/03/23,NZ v PAK,Bay Oval,Pakistan,Bowl,225,4,110,10,0,0,0,0,NZ (115 runs),Glenn Phillips,T20,NZ V PAK PAKISTAN NZ (115 RUNS),15,11
25/03/26,NZ v PAK,Sky Stadium,New Zealand,Bowl,154,8,158,2,0,0,0,0,NZ (8 wkts),Devon Conway,T20,NZ V PAK NEW ZEALAND NZ (8 WKTS),13,123
25/07/16,NZ Tri-Series (SA),Harare Sports Club,South Africa,Bowl,178,5,157,9,0,0,0,0,NZ (21 runs),Daryl Mitchell,T20,NZ TRI-SERIES (SA) SOUTH AFRICA NZ (21 RUNS),20,46
25/07/18,NZ Tri-Series (ZIM),Harare Sports Club,Zimbabwe,Bat,134,10,135,2,0,0,0,0,NZ (8 wkts),Ish Sodhi,T20,NZ TRI-SERIES (ZIM) ZIMBABWE NZ (8 WKTS),26,46
25/07/22,NZ Tri-Series (SA),Harare Sports Club,New Zealand,Bowl,161,8,162,3,0,0,0,0,NZ (7 wkts),Glenn Phillips,T20,NZ TRI-SERIES (SA) NEW ZEALAND NZ (7 WKTS),13,46
25/07/24,NZ Tri-Series (ZIM),Harare Sports Club,Zimbabwe,Bowl,194,5,134,10,0,0,0,0,NZ (60 runs),Rachin Ravindra,T20,NZ TRI-SERIES (ZIM) ZIMBABWE NZ (60 RUNS),26,46
25/07/26,NZ Tri-Series Final,Harare Sports Club,South Africa,Bowl,165,7,162,9,0,0,0,0,NZ (3 runs),Mitchell Santner,T20,NZ TRI-SERIES FINAL SOUTH AFRICA NZ (3 RUNS),20,46
25/10/01,NZ v AUS,Bay Oval,New Zealand,Bat,158,7,162,4,0,0,0,0,AUS (6 wkts),Mitchell Marsh,T20,NZ V AUS NEW ZEALAND AUS (6 WKTS),13,11
25/10/03,NZ v AUS,Bay Oval,Australia,Bowl,42,2,0,0,0,0,0,0,No Result,,T20,NZ V AUS AUSTRALIA NO RESULT,1,11
25/10/04,NZ v AUS,Bay Oval,New Zealand,Bat,171,6,172,7,0,0,0,0,AUS (3 wkts),Glenn Maxwell,T20,NZ V AUS NEW ZEALAND AUS (3 WKTS),13,11
25/10/18,NZ v ENG,Hagley Oval,New Zealand,Bowl,48,2,0,0,0,0,0,0,No Result,,T20,NZ V ENG NEW ZEALAND NO RESULT,13,45
25/10/20,NZ v ENG,Hagley Oval,England,Bat,212,5,147,10,0,0,0,0,ENG (65 runs),Liam Livingstone,T20,NZ V ENG ENGLAND ENG (65 RUNS),4,45
25/10/23,NZ v ENG,Eden Park,England,Bowl,32,1,0,0,0,0,0,0,No Result,,T20,NZ V ENG ENGLAND NO RESULT,4,33
25/11/05,NZ v WI,Eden Park,West Indies,Bat,164,7,157,9,0,0,0,0,WI (7 runs),Nicholas Pooran,T20,NZ V WI WEST INDIES WI (7 RUNS),25,33
25/11/06,NZ v WI,Eden Park,New Zealand,Bat,161,8,158,8,0,0,0,0,NZ (3 runs),Lockie Ferguson,T20,NZ V WI NEW ZEALAND NZ (3 RUNS),13,33
25/11/09,NZ v WI,Saxton Oval,West Indies,Bowl,178,6,187,4,0,0,0,0,NZ (9 runs),Finn Allen,T20,NZ V WI WEST INDIES NZ (9 RUNS),25,108
25/11/10,NZ v WI,Saxton Oval,New Zealand,Bowl,45,3,0,0,0,0,0,0,No Result,,T20,NZ V WI NEW ZEALAND NO RESULT,13,108
25/11/13,NZ v WI,University Oval,West Indies,Bat,142,9,145,2,0,0,0,0,NZ (8 wkts),Rachin Ravindra,T20,NZ V WI WEST INDIES NZ (8 WKTS),25,137
26/01/21,IND v NZ,Vidarbha Association,New Zealand,Bowl,198,4,150,10,0,0,0,0,IND (48 runs),Shubman Gill,T20,IND V NZ NEW ZEALAND IND (48 RUNS),13,138
26/01/23,IND v NZ,Shaheed Veer Stadium,India,Bowl,145,8,146,3,0,0,0,0,IND (7 wkts),Arshdeep Singh,T20,IND V NZ INDIA IND (7 WKTS),6,111
26/01/25,IND v NZ,Barsapara Stadium,New Zealand,Bowl,162,7,163,2,0,0,0,0,IND (8 wkts),Ravi Bishnoi,T20,IND V NZ NEW ZEALAND IND (8 WKTS),13,9
26/01/28,IND v NZ,Dr. YS Rajasekhara,New Zealand,Bat,215,4,165,9,0,0,0,0,NZ (50 runs),Mitchell Santner,T20,IND V NZ NEW ZEALAND NZ (50 RUNS),13,29
26/01/31,IND v NZ,Greenfield Stadium,India,Bat,189,5,143,8,0,0,0,0,IND (46 runs),Hardik Pandya,T20,IND V NZ INDIA IND (46 RUNS),6,42
26/02/08,T20 WC (AFG),MA Chidambaram Stadium,Afghanistan,Bat,148,9,152,5,0,0,0,0,NZ (5 wkts),Tim Seifert,T20,T20 WC (AFG) AFGHANISTAN NZ (5 WKTS),0,63
26/02/10,T20 WC (UAE),MA Chidambaram Stadium,UAE,Bat,102,10,105,0,0,0,0,0,NZ (10 wkts),Tim Southee,T20,T20 WC (UAE) UAE NZ (10 WKTS),22,63
26/02/14,T20 WC (SA),Narendra Modi Stadium,South Africa,Bat,168,6,169,3,0,0,0,0,SA (7 wkts),Quinton de Kock,T20,T20 WC (SA) SOUTH AFRICA SA (7 WKTS),20,73
26/02/17,T20 WC (CAN),MA Chidambaram Stadium,Canada,Bat,114,10,115,2,0,0,0,0,NZ (8 wkts),Mitchell Santner,T20,T20 WC (CAN) CANADA NZ (8 WKTS),3,63
26/02/21,T20 WC Super 8 (PAK),R. Premadasa Stadium,Pakistan,Bat,12,1,0,0,0,0,0,0,No Result,,T20,T20 WC SUPER 8 (PAK) PAKISTAN NO RESULT,15,94
26/02/25,T20 WC Super 8 (SL),R. Premadasa Stadium,New Zealand,Bat,168,7,107,8,0,0,0,0,NZ (61 runs),Rachin Ravindra,T20,T20 WC SUPER 8 (SL) NEW ZEALAND NZ (61 RUNS),13,94
26/02/27,T20 WC Super 8 (ENG),R. Premadasa Stadium,New Zealand,Bat,159,7,161,6,0,0,0,0,ENG (4 wkts),Will Jacks,T20,T20 WC SUPER 8 (ENG) NEW ZEALAND ENG (4 WKTS),13,94
26/03/04,T20 WC SF (SA),Eden Gardens,South Africa,Bat,169,8,173,1,0,0,0,0,NZ (9 wkts),Finn Allen,T20,T20 WC SF (SA) SOUTH AFRICA NZ (9 WKTS),20,32
26/03/08,T20 WC Final (IND),Narendra Modi Stadium,New Zealand,Bowl,255,5,159,10,0,0,0,0,IND (96 runs),Jasprit Bumrah,T20,T20 WC FINAL (IND) NEW ZEALAND IND (96 RUNS),13,73
26/03/15,NZ v SA,Bay Oval,South Africa,Bat,164,8,158,7,0,0,0,0,SA (7 wkts),Kagiso Rabada,T20,NZ V SA SOUTH AFRICA SA (7 WKTS),20,11
26/03/17,NZ v SA,Seddon Park,New Zealand,Bat,192,5,124,10,0,0,0,0,NZ (68 runs),Mark Chapman,T20,NZ V SA NEW ZEALAND NZ (68 RUNS),13,109
26/03/20,NZ v SA,Eden Park,South Africa,Bat,155,9,158,2,0,0,0,0,NZ (8 wkts),Finn Allen,T20,NZ V SA SOUTH AFRICA NZ (8 WKTS),20,33
26/03/22,NZ v SA,Sky Stadium,South Africa,Bat,174,6,155,9,0,0,0,0,SA (19 runs),David Miller,T20,NZ V SA SOUTH AFRICA SA (19 RUNS),20,123
26/03/25,NZ v SA,Hagley Oval,South Africa,Bat,182,5,149,10,0,0,0,0,SA (33 runs),Anrich Nortje,T20,NZ V SA SOUTH AFRICA SA (33 RUNS),20,45
26/04/27,BAN v NZ,B.S.F.L.M. Rahman Stadium,Bangladesh,Bowl,182,6,183,4,0,0,0,0,BAN (6 wkts),Towhid Hridoy,T20,BAN V NZ BANGLADESH BAN (6 WKTS),2,6
26/05/02,BAN v NZ,Shere Bangla National Stadium,New Zealand,Bat,102,10,104,4,0,0,0,0,NZ (6 wkts),Glenn Phillips,T20,BAN V NZ NEW ZEALAND NZ (6 WKTS),13,115
24/01/12,NZ v PAK,Eden Park,Pakistan,Bowl,226,8,180,10,0,0,0,0,NZ (46 runs),Daryl Mitchell,T20,NZ V PAK PAKISTAN NZ (46 RUNS),15,33
24/01/14,NZ v PAK,Seddon Park,Pakistan,Bowl,194,8,173,10,0,0,0,0,NZ (21 runs),Finn Allen,T20,NZ V PAK PAKISTAN NZ (21 RUNS),15,109
24/01/17,NZ v PAK,University Oval,Pakistan,Bowl,224,7,179,7,0,0,0,0,NZ (45 runs),Finn Allen,T20,NZ V PAK PAKISTAN NZ (45 RUNS),15,137
24/01/19,NZ v PAK,Hagley Oval,New Zealand,Bowl,158,5,159,3,0,0,0,0,NZ (7 wkts),Daryl Mitchell,T20,NZ V PAK NEW ZEALAND NZ (7 WKTS),13,45
24/01/21,NZ v PAK,Hagley Oval,New Zealand,Bowl,134,8,92,10,0,0,0,0,PAK (42 runs),Iftikhar Ahmed,T20,NZ V PAK NEW ZEALAND PAK (42 RUNS),13,45
24/04/18,PAK v NZ,Rawalpindi Stadium,New Zealand,Bat,2,0,0,0,0,0,0,0,No Result,,T20,PAK V NZ NEW ZEALAND NO RESULT,13,101
24/04/20,PAK v NZ,Rawalpindi Stadium,Pakistan,Bowl,90,10,92,3,0,0,0,0,PAK (7 wkts),Shaheen Afridi,T20,PAK V NZ PAKISTAN PAK (7 WKTS),15,101
24/04/21,PAK v NZ,Rawalpindi Stadium,New Zealand,Bowl,178,4,179,3,0,0,0,0,NZ (7 wkts),Mark Chapman,T20,PAK V NZ NEW ZEALAND NZ (7 WKTS),13,101
24/04/25,PAK v NZ,Gaddafi Stadium,Pakistan,Bowl,178,7,174,8,0,0,0,0,NZ (4 runs),William O'Rourke,T20,PAK V NZ PAKISTAN NZ (4 RUNS),15,36
24/04/27,PAK v NZ,Gaddafi Stadium,New Zealand,Bowl,178,5,169,10,0,0,0,0,PAK (9 runs),Shaheen Afridi,T20,PAK V NZ NEW ZEALAND PAK (9 RUNS),13,36
24/05/10,IRE v PAK,Castle Avenue,Ireland,Bowl,182,6,183,5,0,0,0,0,IRE (5 wkts),Andrew Balbirnie,T20,IRE V PAK IRELAND IRE (5 WKTS),7,19
24/05/12,IRE v PAK,Castle Avenue,Ireland,Bowl,193,7,195,3,0,0,0,0,PAK (7 wkts),Mohammad Rizwan,T20,IRE V PAK IRELAND PAK (7 WKTS),7,19
24/05/14,IRE v PAK,Castle Avenue,Pakistan,Bowl,178,7,181,4,0,0,0,0,PAK (6 wkts),Shaheen Afridi,T20,IRE V PAK PAKISTAN PAK (6 WKTS),15,19
24/05/25,ENG v PAK,Edgbaston,Pakistan,Bowl,183,7,160,10,0,0,0,0,ENG (23 runs),Jos Buttler,T20,ENG V PAK PAKISTAN ENG (23 RUNS),15,34
24/05/30,ENG v PAK,Kennington Oval,England,Bowl,157,10,158,3,0,0,0,0,ENG (7 wkts),Adil Rashid,T20,ENG V PAK ENGLAND ENG (7 WKTS),4,54
24/06/06,T20 WC (USA),Grand Prairie Stadium,USA,Bowl,159,7,159,3,0,0,0,0,USA (Super Over),Monank Patel,T20,T20 WC (USA) USA USA (SUPER OVER),23,39
24/06/09,T20 WC (IND),Nassau County Stadium,Pakistan,Bowl,119,10,113,7,0,0,0,0,IND (6 runs),Jasprit Bumrah,T20,T20 WC (IND) PAKISTAN IND (6 RUNS),15,75
24/06/11,T20 WC (CAN),Nassau County Stadium,Pakistan,Bowl,106,7,107,3,0,0,0,0,PAK (7 wkts),Mohammad Amir,T20,T20 WC (CAN) PAKISTAN PAK (7 WKTS),15,75
24/06/16,T20 WC (IRE),Central Broward Park,Pakistan,Bowl,106,9,111,7,0,0,0,0,PAK (3 wkts),Shaheen Afridi,T20,T20 WC (IRE) PAKISTAN PAK (3 WKTS),15,21
24/11/14,AUS v PAK,Brisbane Cricket Ground,Pakistan,Bowl,94,4,65,9,0,0,0,0,AUS (29 runs*),Glenn Maxwell,T20,AUS V PAK PAKISTAN AUS (29 RUNS*),15,17
24/11/16,AUS v PAK,Sydney Cricket Ground,Australia,Bat,147,9,134,10,0,0,0,0,AUS (13 runs),Spencer Johnson,T20,AUS V PAK AUSTRALIA AUS (13 RUNS),1,128
24/11/18,AUS v PAK,Bellerive Oval,Pakistan,Bat,117,10,118,3,0,0,0,0,AUS (7 wkts),Marcus Stoinis,T20,AUS V PAK PAKISTAN AUS (7 WKTS),15,12
24/12/01,ZIM v PAK,Queens Sports Club,Pakistan,Bat,165,4,108,10,0,0,0,0,PAK (57 runs),Usman Khan,T20,ZIM V PAK PAKISTAN PAK (57 RUNS),15,91
